Country,Year,Life Expectancy,Population,Type,"Male Population, as of 1 July (thousands)","Female Population, as of 1 July (thousands)",Male Life Expectancy at Birth (years),Female Life Expectancy at Birth (years),countrycode,Region,GDP per Capita,pop,Measure,Unit of Measure,Health Expenditure,country code,adjusted savings: education expenditure (current us$),current health expenditure (% of gdp),domestic credit to private sector (% of gdp),gdp (constant 2015 us$),labor force with advanced education (% of total working-age population with advanced education),labor force with intermediate education (% of total working-age population with intermediate education),labor force with basic education (% of total working-age population with basic education),market capitalization of listed domestic companies (% of gdp),military expenditure (% of gdp),out-of-pocket expenditure (% of current health expenditure),research and development expenditure (% of gdp),"stocks traded, total value (% of gdp)",Alcohol use disorders,Cardiovascular diseases,Diabetes mellitus,Liver cancer due to alcohol use,Motor vehicle road injuries,Opioid use disorders,Police conflict and executions,Road injuries,Self-harm,"Tracheal, bronchus, and lung cancer"
France,2011.0,81.8,62775,Country/Area,30379.0,32396.0,78.4,85.0,FRA,Western Europe,36691.0,65231.0,Expenditure,Percentage of GDP,11.185,FRA,145595741808.546,11.18497562,96.8263221997611,2368384855035.173,75.344,64.582,34.687,54.236352703957614,1.89140621361087,10.23990726,2.19161009788513,46.41827161358608,3950.117649583153,147771.5015407831,12262.604692339748,2453.8883017400676,1819.4227007163197,1388.1181574992518,0.2167058307450912,4463.778927909141,11666.917815847,37860.57735914338
France,2012.0,81.8,63071,Country/Area,30518.0,32553.0,78.5,84.9,FRA,Western Europe,36626.0,65552.0,Expenditure,Percentage of GDP,11.297,FRA,137391699950.06,11.29740047,96.5546312626747,2375801091055.5366,76.181,64.111,34.435,67.37741798178767,1.87108059984757,10.11995983,2.22707009315491,40.03757774122478,3891.570281134775,149273.39067381015,12333.144366713048,2493.2419486640633,1685.1070607185552,1432.1086029749863,0.2103403109400253,4150.827470572509,11332.447327494398,38736.65563859257
France,2013.0,82.0,63335,Country/Area,30642.0,32693.0,78.8,85.1,FRA,Western Europe,36647.0,65891.0,Expenditure,Percentage of GDP,11.396,FRA,141337651853.696,11.39603043,96.0201947015595,2389493466482.809,76.164,63.186,33.309,81.8344930845197,1.84987591828694,10.01569843,2.23703002929688,39.31597996666071,3737.3521596704263,147970.85330299774,12083.61744142782,2492.1036723656443,1534.1909702358855,1457.767481043402,0.2167601954121812,3824.364439247799,11035.513836047689,39019.40918263399
France,2014.0,82.5,63588,Country/Area,30761.0,32828.0,79.3,85.5,FRA,Western Europe,36819.0,66212.0,Expenditure,Percentage of GDP,11.525,FRA,144592294968.361,11.53937244,94.0892609192168,2412341398046.8433,77.381,62.473,31.764,73.03647536001677,1.86296143947269,9.96313763,2.27591991424561,40.9185073788111,3504.769099867309,146407.35939925082,11842.580462105476,2482.848271794329,1492.2199330748692,1479.312006454801,0.2734267779236953,3741.0959078892806,10466.789790854044,39676.50458256671
France,2015.0,82.2,63810,Country/Area,30865.0,32945.0,79.0,85.2,FRA,Western Europe,37078.0,66480.0,Expenditure,Percentage of GDP,11.44,FRA,122983667372.482,11.44817352,95.0736706889274,2439188643162.4985,77.515,62.346,30.81,85.6152440629774,1.87225828127684,9.73821735,2.2270200252533,54.45926102204734,3444.010866804927,150734.10271695664,12421.614094544067,2551.294691247241,1492.7748680215036,1550.602925482847,0.265606672184756,3764.7352647013495,10388.4521134303,40212.61271789853
France,2016.0,82.4,63989,Country/Area,30949.0,33041.0,79.3,85.4,FRA,Western Europe,37344.0,66730.0,Expenditure,Percentage of GDP,11.49,FRA,124490738066.408,11.47060013,97.3896762451944,2465909086487.9365,77.289,61.848,30.227,87.30601391773115,1.91728236804142,9.62385559,2.22237992286682,,3392.177454752233,152620.33614141776,12719.253903684335,2551.2881390746497,1469.0654892009263,1564.190414836759,0.3871549572540714,3697.7519724083822,9985.86543948026,40482.92007748827
France,2017.0,82.5,64144,Country/Area,31022.0,33122.0,79.5,85.4,FRA,Western Europe,38037.0,67015.0,Expenditure,Percentage of GDP,11.371,FRA,130677773879.56,11.35469437,101.371818902841,2522413420333.7812,76.602,61.034,30.15,105.94044570900832,1.90864201234437,9.69319725,2.1988799571991,,3376.208647816218,154404.00104400213,12918.942753094614,2539.8509812170655,1461.9917589077245,1607.6594746822786,0.3794291786761282,3665.9019751796254,9946.25767443222,40681.22699749763
France,2018.0,82.6,64278,Country/Area,31085.0,33193.0,79.6,85.5,FRA,Western Europe,38555.0,67347.0,Expenditure,Percentage of GDP,11.21,FRA,139071469163.08,11.20798969,104.272404843046,2569458097202.237,76.548,60.466,29.408,84.77200972455863,1.84300872300244,9.49986362,2.19666004180908,,3300.181685728999,155311.70754198858,13028.309220336878,2496.7038038519204,1417.578325111807,1635.490723317013,0.3706269856719015,3523.1587015348364,9794.897327637642,40028.67528083726
France,2019.0,82.7,64400,Country/Area,31141.0,33259.0,79.7,85.6,FRA,Western Europe,39085.0,67660.0,Expenditure,Percentage of GDP,11.099,FRA,133751500350.201,11.0888586,106.674953387197,2616812485718.0073,76.637,59.141,28.477,,1.8364614707329,9.45291996,2.19179010391235,,3246.617189588987,155629.42300057906,13142.951430604626,2486.9991150191067,1403.3368947127706,1680.209223274814,0.3555896615483344,3471.4482273537405,9685.99940344235,39726.51894580802
France,2020.0,82.2,64480,Country/Area,31176.0,33304.0,79.2,85.2,FRA,Western Europe,35914.0,67901.0,Expenditure,Percentage of GDP,12.072,FRA,128596556180.001,12.13096142,125.421471444005,2419492808873.395,75.651,57.106,27.624,,2.0028401160110803,8.83838749,2.28188991546631,,3165.591963687013,154926.28083704942,13152.972749817824,2496.9722081374293,1381.5993147119316,1695.594745163557,0.3405258490415799,3416.348496172307,9458.829029846298,39439.75028162325
France,2021.0,82.5,64531,Country/Area,31195.0,33336.0,79.4,85.5,FRA,Western Europe,38242.0,68114.0,Expenditure,Percentage of GDP,12.292,FRA,146120155219.451,12.30787277,121.010639785973,2575192242890.6133,77.38,59.159,28.275,,1.91536145421393,8.92467976,2.2191801071167,,3050.568687023751,152727.5588318665,12972.753415703406,2528.843891481105,1328.529428648833,1686.8199482373743,0.3217624665349212,3287.4295630752863,9110.887127808974,38483.550912831546
Germany,1950.0,66.8,70964,Country/Area,32442.0,38522.0,64.1,69.3,DEU,Western Europe,6186.0,68375.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1951.0,67.1,70820,Country/Area,32488.0,38332.0,64.5,69.6,DEU,Western Europe,6704.0,68876.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1952.0,67.4,70808,Country/Area,32577.0,38231.0,64.8,69.9,DEU,Western Europe,7257.0,69146.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1953.0,67.8,70879,Country/Area,32692.0,38188.0,65.2,70.1,DEU,Western Europe,7818.0,69550.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1954.0,68.0,71021,Country/Area,32829.0,38191.0,65.5,70.4,DEU,Western Europe,8364.0,69868.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1955.0,68.3,71223,Country/Area,32989.0,38234.0,65.8,70.7,DEU,Western Europe,9240.0,70196.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1956.0,68.6,71473,Country/Area,33167.0,38306.0,66.0,70.9,DEU,Western Europe,9846.0,70603.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1957.0,68.5,71772,Country/Area,33365.0,38407.0,65.8,70.9,DEU,Western Europe,10348.0,71019.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1958.0,69.2,72136,Country/Area,33594.0,38543.0,66.6,71.6,DEU,Western Europe,10739.0,71488.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1959.0,69.3,72579,Country/Area,33860.0,38719.0,66.7,71.8,DEU,Western Europe,11440.0,72014.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1960.0,69.2,73064,Country/Area,34143.0,38921.0,66.5,71.7,DEU,Western Europe,12282.0,72481.0,,,,DEU,,,,909411445730.986,,,,,3.7698628621708,,,,,,,,,,,,,
Germany,1961.0,69.8,73604,Country/Area,34449.0,39155.0,67.0,72.4,DEU,Western Europe,12675.0,73123.0,,,,DEU,,,,948501947115.3192,,,,,3.73990627566646,,,,,,,,,,,,,
Germany,1962.0,70.0,74194,Country/Area,34777.0,39417.0,67.1,72.6,DEU,Western Europe,13106.0,73739.0,,,,DEU,,,,992355659168.2622,,,,,4.4959672202832905,,,,,,,,,,,,,
Germany,1963.0,70.1,74796,Country/Area,35107.0,39690.0,67.2,72.7,DEU,Western Europe,13367.0,74340.0,,,,DEU,,,,1019499527829.7275,,,,,4.89928397485692,,,,,,,,,,,,,
Germany,1964.0,70.6,75423,Country/Area,35446.0,39977.0,67.7,73.4,DEU,Western Europe,14062.0,74954.0,,,,DEU,,,,1087188892209.1948,,,,,4.38429971954757,,,,,,,,,,,,,
Germany,1965.0,70.6,76037,Country/Area,35777.0,40260.0,67.7,73.3,DEU,Western Europe,14642.0,75639.0,,,,DEU,,,,1144202861287.2764,,,,,4.09107245058985,,,,,,,,,,,,,
Germany,1966.0,70.7,76619,Country/Area,36091.0,40528.0,67.7,73.5,DEU,Western Europe,14964.0,76206.0,,,,DEU,,,,1176379919903.1497,,,,,3.9092968375277697,,,,,,,,,,,,,
Germany,1967.0,71.0,77174,Country/Area,36389.0,40785.0,67.9,73.7,DEU,Western Europe,14979.0,76368.0,,,,DEU,,,,1172494848923.6948,,,,,4.07767629351234,,,,,,,,,,,,,
Germany,1968.0,70.6,77646,Country/Area,36645.0,41001.0,67.5,73.4,DEU,Western Europe,15723.0,76584.0,,,,DEU,,,,1238960921045.952,,,,,3.40638728996724,,,,,,,,,,,,,
Germany,1969.0,70.5,78012,Country/Area,36847.0,41165.0,67.3,73.3,DEU,Western Europe,16641.0,77144.0,,,,DEU,,,,1330868315234.9238,,,,,3.3986228937298697,,,,,,,,,,,,,
Germany,1970.0,70.7,78295,Country/Area,37006.0,41289.0,67.5,73.5,DEU,Western Europe,17277.0,77783.0,Expenditure,Percentage of GDP,5.713,DEU,8894434525.73077,,,1398784449060.7854,,,,,3.0126306441914,,,,,,,,,,,,,
Germany,1971.0,70.9,78511,Country/Area,37132.0,41379.0,67.7,73.8,DEU,Western Europe,17657.0,78355.0,Expenditure,Percentage of GDP,6.185,DEU,10287347357.9435,,,1442604165833.2708,,,,,3.0602135619165702,,,,,,,,,,,,,
Germany,1972.0,71.2,78644,Country/Area,37216.0,41428.0,67.9,74.1,DEU,Western Europe,18301.0,78717.0,Expenditure,Percentage of GDP,6.509,DEU,12325978226.7067,,,1504641069065.5234,,,,,3.16750756612331,,,,,,,,,,,,,
Germany,1973.0,71.4,78667,Country/Area,37242.0,41426.0,68.0,74.3,DEU,Western Europe,19074.0,78950.0,Expenditure,Percentage of GDP,6.828,DEU,16376361407.2448,,,1576525098914.3933,,,,,3.15961733306638,,,,,,,,,,,,,
Germany,1974.0,71.7,78621,Country/Area,37233.0,41388.0,68.4,74.6,DEU,Western Europe,19228.0,78966.0,Expenditure,Percentage of GDP,7.353,DEU,18305632464.6663,,,1590557256007.342,,,,,3.26114133037708,,,,,,,,,,,,,
Germany,1975.0,71.5,78514,Country/Area,37196.0,41318.0,68.2,74.5,DEU,Western Europe,19193.0,78682.0,Expenditure,Percentage of GDP,8.017,DEU,20197331572.462,,,1576771277634.5652,,,,10.476250380252788,3.28321616081458,,,2.1390702957973566,,,,,,,,,,
Germany,1976.0,72.0,78364,Country/Area,37138.0,41226.0,68.6,75.0,DEU,Western Europe,20218.0,78299.0,Expenditure,Percentage of GDP,8.038,DEU,21413682866.242,,,1654809762173.5771,,,,10.274041843257976,3.1355665940907897,,,2.032682920894385,,,,,,,,,,
Germany,1977.0,72.6,78221,Country/Area,37084.0,41138.0,69.2,75.6,DEU,Western Europe,20837.0,78161.0,Expenditure,Percentage of GDP,7.971,DEU,24700982589.0676,,,1710199854384.857,,,,10.841185848398178,3.0382937113130297,,,2.1935118483365925,,,,,,,,,,
Germany,1978.0,72.6,78072,Country/Area,37026.0,41045.0,69.1,75.6,DEU,Western Europe,21447.0,78066.0,Expenditure,Percentage of GDP,8.046,DEU,30567710047.7118,,,1761651094839.9768,,,,11.302505418303417,3.04944455208258,,,2.5394682323875215,,,,,,,,,,
Germany,1979.0,72.9,77916,Country/Area,36968.0,40948.0,69.5,76.0,DEU,Western Europe,22305.0,78081.0,Expenditure,Percentage of GDP,7.899,DEU,36275595026.1445,,,1834766016070.6804,,,,9.008949286535127,2.9641823832573,,,1.681662349027704,,,,,,,,,,
Germany,1980.0,73.1,77787,Country/Area,36926.0,40861.0,69.6,76.1,DEU,Western Europe,22497.0,78298.0,Expenditure,Percentage of GDP,8.098,DEU,39119989335.0549,,,1860614725103.5696,,,,7.546707359329971,2.96134975965833,,,1.488865214657383,4012.1824302568,487035.2873889072,20459.271142016303,1603.896768022281,9471.377222290115,429.8862052668777,4.3423808521542275,17179.669489300497,14612.30598902845,38156.88308916782
Germany,1981.0,73.3,77684,Country/Area,36900.0,40785.0,69.9,76.3,DEU,Western Europe,22553.0,78402.0,Expenditure,Percentage of GDP,8.397,DEU,32895978995.2401,,,1870461852829.7,,,,7.8183091563042,3.0418796886871,,,1.7116699961963164,3850.202620882314,488714.42108257255,19790.457664300335,1585.4361710554033,8968.652637336572,433.6725703432787,4.377236213775312,16262.493552463671,14873.019632331754,38246.17451178242
Germany,1982.0,73.6,77610,Country/Area,36892.0,40718.0,70.2,76.6,DEU,Western Europe,22380.0,78335.0,Expenditure,Percentage of GDP,8.228,DEU,31885608859.5148,,,1863076506757.724,,,,8.879110481293301,3.03429562949999,,,1.9051942931740533,3731.569040556099,483166.82263919176,18873.07247549101,1575.7240865272177,8712.350726871386,443.6902794957333,4.466829404475955,15799.813943768177,14834.69092853323,38343.52413484816
Germany,1983.0,73.9,77566,Country/Area,36903.0,40663.0,70.5,76.9,DEU,Western Europe,22840.0,78122.0,Expenditure,Percentage of GDP,8.22,DEU,31742703274.6074,,,1892371711215.9424,,,,10.75271904465027,3.0269739405214,,,4.007640880748674,3739.1894340249664,476877.680122492,18703.798546168822,1562.0793940612296,8487.926186110075,453.17953617844944,4.405472976860945,15360.392713657217,14620.241197152647,38483.28623863683
Germany,1984.0,74.4,77569,Country/Area,36940.0,40628.0,70.9,77.4,DEU,Western Europe,23564.0,77855.0,Expenditure,Percentage of GDP,8.336,DEU,29982561036.3549,,,1945792376994.3855,,,,10.807746212364544,2.92622466159061,,,3.7108188142452696,3819.9238405001543,469322.39112878894,18575.363709727902,1552.4759800063305,7809.492259320351,444.60552003386,4.086470252319475,14124.081291312226,14152.05470362404,38167.10622596999
Germany,1985.0,74.5,77639,Country/Area,37016.0,40622.0,71.1,77.5,DEU,Western Europe,24133.0,77685.0,Expenditure,Percentage of GDP,8.481,DEU,30291758455.3547,,,1991089163868.8765,,,,24.33793026786392,2.86737948445472,,,11.686599711830326,3926.633099900446,469726.00851478474,18787.381366068996,1557.445582162959,7109.6567978168605,455.7807757554917,3.965087425523524,12814.961698686822,13866.6986705665,38753.407409983025
Germany,1986.0,74.7,77803,Country/Area,37148.0,40655.0,71.3,77.6,DEU,Western Europe,24657.0,77713.0,Expenditure,Percentage of GDP,8.376,DEU,43159355194.0915,,,2036632127244.5132,,,,24.62842925673795,2.79032856698511,,,14.51176387386434,4262.960131581323,465064.1774605444,19509.629537619763,1549.461466992476,7004.874982970574,485.88445587939634,4.016670040337036,12615.331101561089,13303.876159694251,39133.23749989995
Germany,1987.0,75.1,78091,Country/Area,37349.0,40742.0,71.7,78.1,DEU,Western Europe,25027.0,77718.0,Expenditure,Percentage of GDP,8.48,DEU,53473593241.5668,,,2065188797761.2417,,,,16.828493381298657,2.77229902629809,,,32.6925760061152,4510.170094953169,454661.50044957566,19288.862378220172,1539.835488643964,6764.728975172842,552.0494939096135,3.973798354133296,12041.841004727632,13222.472889150167,39605.89383419288
Germany,1988.0,75.3,78478,Country/Area,37604.0,40873.0,71.9,78.3,DEU,Western Europe,25759.0,78031.0,Expenditure,Percentage of GDP,8.66,DEU,58006050091.3241,,,2141750213307.7612,,,,17.903303709178463,2.64090993011822,,,24.644077357301367,4879.433818799831,448546.3160967262,19392.502123750648,1543.6544133324965,6773.778942553009,661.8147051935964,4.245332794207068,12045.9976283809,13171.347732389311,40190.03989755423
Germany,1989.0,75.5,78916,Country/Area,37890.0,41026.0,72.1,78.5,DEU,Western Europe,26393.0,78645.0,Expenditure,Percentage of GDP,8.063,DEU,57984237034.2244,,,2225204617485.9126,,,,26.103213726988045,2.53243053363675,,,24.879299606505565,5057.096647932516,440959.0029437692,20173.48475092866,1543.89382185647,6655.950547398541,797.7093540608245,4.4220662381822,11805.55900316117,14711.692605628086,40263.617159688896
Germany,1990.0,75.4,79370,Country/Area,38187.0,41183.0,71.9,78.4,DEU,Western Europe,25391.0,79380.0,Expenditure,Percentage of GDP,8.031,DEU,73425737348.9891,,,2342139255489.1016,,,,20.055119630610577,2.51843270660831,,,30.61977797543257,5311.938937507193,440017.39406474744,21186.7002304223,1592.839266255416,7120.716576684602,1004.2059150903382,4.7639927236226605,12389.944462690266,15017.315673028392,41543.57808821907
Germany,1991.0,75.6,79802,Country/Area,38472.0,41330.0,72.1,78.7,DEU,Western Europe,26770.0,79990.0,,,,DEU,76908942974.6611,,,2461781853866.6157,,,,19.829912643460716,1.9978349881887896,,,23.41306265197377,5544.452150437587,431694.8447744567,21615.049934915325,1607.509868639373,7327.269670273032,1205.3098491313658,4.8261508957814225,12456.710449879532,14995.329381732145,41759.5617429057
Germany,1992.0,76.0,80205,Country/Area,38738.0,41467.0,72.5,79.1,DEU,Western Europe,27385.0,80517.0,Expenditure,Percentage of GDP,8.994,DEU,87655717863.494,,,2509123803633.3696,77.848,64.773,38.742,15.42017566067001,1.8604799411357904,,,20.176847000693275,5663.634547821938,418203.75567542465,22100.418263254414,1604.2264412763568,7101.424555259684,1300.8711104833164,5.076725475007752,11933.974754514187,14585.566916619407,41968.69504635845
Germany,1993.0,76.1,80573,Country/Area,38983.0,41591.0,72.6,79.2,DEU,Western Europe,27251.0,80963.0,Expenditure,Percentage of GDP,8.987,DEU,85071132671.2411,,,2484613432320.155,78.332,63.967,39.007,21.32434494565621,1.6935383226344198,,,25.567066455859592,5901.041220265488,414251.620845859,24161.662821959413,1624.368675546909,6830.543596293498,1302.333050063843,4.990847688420393,11306.445087839753,14132.11663169145,42619.51958327068
Germany,1994.0,76.4,80882,Country/Area,39191.0,41691.0,72.9,79.5,DEU,Western Europe,28140.0,81164.0,Expenditure,Percentage of GDP,9.238,DEU,90385268953.8389,,,2544042703990.729,77.678,64.453,38.187,22.63832924041431,1.5502764327538898,,,27.37791095794048,6171.9360246373935,407579.25378288695,24048.2197809209,1644.0417016768697,6612.06171602103,1293.6084246437304,5.292120546159723,10800.608884869189,14066.196183592465,42776.93832089043
Germany,1995.0,76.6,81123,Country/Area,39358.0,41766.0,73.1,79.7,DEU,Western Europe,28869.0,81325.0,Expenditure,Percentage of GDP,9.531,DEU,108454581684.182,,,2583326450250.065,77.838,63.915,37.329,22.32869691619911,1.49502201427653,,,22.43547192773183,6363.9546420965025,402755.6095102558,23958.758899645487,1676.7677233480829,6383.582137445127,1279.395345942288,5.226846760619994,10225.866262449215,14373.65483200678,43175.48638398971
Germany,1996.0,76.8,81301,Country/Area,39482.0,41819.0,73.4,79.9,DEU,Western Europe,29350.0,81483.0,Expenditure,Percentage of GDP,9.825,DEU,104899339745.256,,,2604143486148.096,77.503,65.311,36.361,26.62067257460783,1.46585845994395,,2.1446099281311,5.9989986414972565,6484.943747736083,398441.4853543066,23812.399736756157,1710.500809753394,6078.1719352279015,1267.5533218771575,4.573348382997813,9662.66917350803,14137.3386823703,43021.664455706734
Germany,1997.0,77.2,81436,Country/Area,39574.0,41862.0,73.9,80.3,DEU,Western Europe,30187.0,81527.0,Expenditure,Percentage of GDP,9.717,DEU,95003185954.2804,,,2650813925428.057,76.494,65.02,36.339,37.307261359406475,1.40930173264786,,2.18831992149353,44.675682453458435,6525.593374432517,391206.80877289287,22268.357444894915,1728.3428293266054,5628.927576078246,1225.861648574433,4.316304849503513,9210.859081532322,13937.37095466906,43260.275322863425
Germany,1998.0,77.6,81524,Country/Area,39633.0,41891.0,74.3,80.5,DEU,Western Europe,31130.0,81463.0,Expenditure,Percentage of GDP,9.729,DEU,90909005203.5213,,,2704199536146.721,,,,48.87257832249482,1.39089478616645,,2.21613001823425,65.59794736961507,6432.915035860665,385891.7697196965,19555.678093565297,1826.1650833269437,4940.806851119789,1217.8250626545891,3.795126159894292,8636.394058033999,13438.11164091882,43612.96842549219
Germany,1999.0,77.8,81557,Country/Area,39658.0,41899.0,74.6,80.7,DEU,Western Europe,32088.0,81439.0,Expenditure,Percentage of GDP,9.807,DEU,89112532068.21,,,2755234843518.9165,76.749,65.042,43.774,65.24841388007705,1.39507435456434,,2.34779000282288,59.613948128679205,6307.396312978205,381440.8326566575,19188.96191039516,2074.9675945236218,4716.012927746907,1261.4494414549818,3.3714431707837593,8518.812891796213,13162.94789384638,43076.30616810446
Germany,2000.0,78.1,81552,Country/Area,39660.0,41892.0,74.9,81.0,DEU,Western Europe,33367.0,81474.0,Expenditure,Percentage of GDP,9.888,DEU,79277035282.1621,9.88843536,,2835481139992.393,76.435,64.497,43.455,65.2081577684527,1.35888303317903,12.29070377,2.40982007980347,93.8015283730085,6019.509012158526,370307.6086611088,19368.25592300655,2247.5839701912964,4414.377253274172,1294.3115491697224,3.1651925241306857,8166.833261411196,13040.856913697631,43836.933042640885
Germany,2001.0,78.4,81515,Country/Area,39644.0,41871.0,75.3,81.3,DEU,Western Europe,34260.0,81534.0,Expenditure,Percentage of GDP,9.921,DEU,79164305795.6842,9.92069149,112.417323246367,2883158861645.2363,75.945,64.033,37.302,55.08036291818181,1.3234383027941,12.28407955,2.40437006950378,66.8648270814531,5774.839444233113,365726.45666494354,19905.3870322682,2306.6765335167756,4055.953388422843,1254.4332113789828,2.7337358980051265,7685.669409726307,12986.236867155962,43569.06409165564
Germany,2002.0,78.5,81443,Country/Area,39612.0,41831.0,75.4,81.3,DEU,Western Europe,34591.0,81595.0,Expenditure,Percentage of GDP,10.184,DEU,84351151916.2194,10.18365669,111.430727544891,2877450961484.287,75.429,64.084,36.864,33.00546788934221,1.32795812092343,12.57544136,2.4362199306488,41.94196697982811,5778.4008277206185,366795.89790438535,20882.05324691611,2372.1329268125187,3867.0438157244103,1209.0983191497485,2.6478031575617433,7388.578876721983,12931.939658351936,43983.5349534434
Germany,2003.0,78.5,81347,Country/Area,39572.0,41775.0,75.5,81.4,DEU,Western Europe,34716.0,81566.0,Expenditure,Percentage of GDP,10.402,DEU,101682954290.002,10.40202236,109.940539978386,2857305447168.1777,75.38,63.539,36.631,43.13274781490897,1.31692486502826,12.8403635,2.47461009025574,40.66453854373315,5806.805071642941,363521.88172539265,21000.629052525324,2482.5865955620375,3625.822133730045,1185.1346894217747,2.499001836430618,7058.020022634051,12799.152311807258,44614.20964484477
Germany,2004.0,79.1,81267,Country/Area,39544.0,41723.0,76.1,81.9,DEU,Western Europe,35529.0,81473.0,Expenditure,Percentage of GDP,10.146,DEU,116394359393.176,10.14603233,106.441445821473,2890881304361.6934,74.757,63.001,35.391,42.443731152828704,1.2689573964039902,14.02402878,2.43518996238708,41.974080902236366,5697.604393735541,346893.25311872177,20499.93680975062,2586.7774319209097,3218.7322363746025,1149.6204263206826,2.455150214550208,6443.194201459702,12446.88994927656,44654.440679266416
Germany,2005.0,79.3,81212,Country/Area,39535.0,41677.0,76.4,82.0,DEU,Western Europe,36206.0,81354.0,Expenditure,Percentage of GDP,10.312,DEU,118128702727.484,10.31153965,105.449261682202,2912034089955.5566,74.473,63.972,37.715,42.226681387933,1.06562970052135,14.12018967,2.44193005561829,45.24516501151721,5721.087683728367,338715.8457473501,20267.17485323188,2688.3924431815353,2916.567415120169,1145.4550925415513,2.436611055667181,5988.425819932892,11958.704788262992,45259.16960210597
Germany,2006.0,79.6,81178,Country/Area,39548.0,41630.0,76.8,82.2,DEU,Western Europe,38014.0,81190.0,Expenditure,Percentage of GDP,10.18,DEU,125468553610.194,10.17995167,102.070370805172,3023170179485.119,74.877,64.377,38.549,54.68353352298543,1.19930295839133,14.50947285,2.47232007980347,65.14294678861164,5568.176628154045,334282.1222974474,19501.733243740833,2843.5557146540996,2739.639769525285,1142.3384904868778,2.6375423794087265,5664.438182481752,11544.7937727013,45856.867147784185
Germany,2007.0,79.7,81184,Country/Area,39589.0,41595.0,76.9,82.4,DEU,Western Europe,39752.0,81009.0,Expenditure,Percentage of GDP,10.051,DEU,145615903112.571,10.05132961,97.1286031485667,3113153483420.8184,74.811,64.132,38.14,61.45525177574642,1.17247176491769,14.41461849,2.4604799747467,95.0156830807661,5602.679800302926,332833.12561550917,19256.58626883538,2961.8053104022097,2597.2089550388782,1170.372804721476,2.5074576671382864,5427.983154799602,11248.030490459,46817.99651033786
Germany,2008.0,79.8,81217,Country/Area,39653.0,41564.0,77.1,82.4,DEU,Western Europe,40715.0,80781.0,Expenditure,Percentage of GDP,10.251,DEU,160684833300.654,10.25128746,97.0048183970878,3143035994104.0215,72.966,64.183,37.916,29.65290570276979,1.20903400366779,14.11885929,2.61512994766235,111.86498722854104,5703.25861316898,332295.2790359724,19491.76440858894,3130.6323637216083,2412.2829582427203,1201.982445764825,2.2920755316588286,5070.483642579403,11299.182586421626,47812.064421689225
Germany,2009.0,79.9,81261,Country/Area,39728.0,41532.0,77.2,82.5,DEU,Western Europe,38963.0,80500.0,Expenditure,Percentage of GDP,11.238,DEU,162200141895.376,11.23791218,98.7698151472158,2964076668605.506,73.753,64.164,38.381,37.88497067321213,1.31060407322149,13.89635754,2.74266004562378,52.40860457619265,5721.410372146568,331487.33442080015,20005.564117112797,3258.497401759644,2280.6200605508893,1198.6316043307406,2.581972650672848,4749.831006580864,11452.416086926156,48691.56758155748
Germany,2010.0,80.1,81325,Country/Area,39816.0,41509.0,77.4,82.6,DEU,Western Europe,41110.0,80301.0,Expenditure,Percentage of GDP,11.096,DEU,162295973673.6,11.09592915,88.491304008735,3087971590525.6816,73.802,63.444,37.234,42.05466903528232,1.26682662611137,13.96304226,2.73024010658264,43.96479036001809,5830.448304049288,325476.1444651676,20042.35918917841,3305.0072851720097,2125.51442989271,1170.5229223775011,2.718613416005039,4396.8134747520735,11619.376187422731,48533.02521347683
Germany,2011.0,80.4,81423,Country/Area,39921.0,41503.0,77.8,82.8,DEU,Western Europe,43189.0,80292.0,Expenditure,Percentage of GDP,10.778,DEU,174577759749.777,10.77844906,84.8982758876728,3209180426118.17,74.251,63.947,41.541,31.592441894781764,1.20615033635783,14.00676441,2.80555009841919,41.9704483020527,5949.80595510764,321721.86243572924,19972.790210726023,3430.322388845026,2128.3449821041027,1144.155187725715,2.929184150588702,4468.149459836803,11642.882399125325,48850.25148478668
Germany,2012.0,80.5,81546,Country/Area,40036.0,41509.0,78.0,82.9,DEU,Western Europe,43288.0,80443.0,Expenditure,Percentage of GDP,10.853,DEU,168669762608.693,10.85345554,83.8070746108818,3222610768995.576,74.272,63.914,40.991,42.13933856515552,1.2416774790460798,14.17265987,2.88165998458862,35.437898409520336,6061.116963087346,326843.76899382554,20058.27372887045,3510.0409749760015,2002.1477873992724,1143.4239550819257,3.3405528207679716,4263.189379331733,11551.149077799504,49501.71029187422
